timestamp,open,high,low,close,volume
2026-01-24 21:52:00,2955.18,2955.19,2955.18,2955.18,1.9443
2026-01-24 21:53:00,2955.19,2955.62,2955.18,2955.61,51.5745
2026-01-24 21:54:00,2955.62,2956.17,2955.61,2956.17,47.8343
2026-01-24 21:55:00,2956.17,2956.17,2956.16,2956.17,10.9493
2026-01-24 21:56:00,2956.17,2956.17,2956.16,2956.17,9.2913
2026-01-24 21:57:00,2956.16,2956.33,2956.16,2956.32,51.5745
2026-01-24 21:58:00,2956.33,2956.33,2956.32,2956.32,18.5244
2026-01-24 21:59:00,2956.33,2957.95,2956.32,2957.95,105.1379
2026-01-24 22:00:00,2957.95,2958.0,2957.94,2958.0,39.5323
2026-01-24 22:01:00,2957.99,2958.5,2957.99,2958.5,58.4545
2026-01-24 22:02:00,2958.5,2959.76,2958.5,2959.76,92.5286
2026-01-24 22:03:00,2959.77,2959.77,2959.4,2959.41,76.3782
2026-01-24 22:04:00,2959.4,2959.41,2958.72,2959.05,38.5038
2026-01-24 22:05:00,2959.05,2959.76,2959.05,2959.76,24.1481
2026-01-24 22:06:00,2959.76,2959.95,2959.49,2959.49,36.9632
2026-01-24 22:07:00,2959.5,2959.5,2958.96,2959.21,18.4891
2026-01-24 22:08:00,2959.22,2959.84,2958.65,2959.02,377.6209
2026-01-24 22:09:00,2959.02,2959.94,2959.02,2959.94,14.4573
2026-01-24 22:10:00,2959.94,2960.18,2959.94,2960.18,31.2579
2026-01-24 22:11:00,2960.17,2960.6,2960.17,2960.56,7.7789
2026-01-24 22:12:00,2960.56,2960.79,2960.56,2960.78,20.3301
2026-01-24 22:13:00,2960.79,2964.25,2960.78,2964.25,364.8605
2026-01-24 22:14:00,2964.25,2964.55,2962.79,2962.79,41.1092
2026-01-24 22:15:00,2962.8,2964.27,2962.8,2963.61,40.4619
2026-01-24 22:16:00,2963.62,2963.62,2962.98,2963.59,70.6798
2026-01-24 22:17:00,2963.6,2964.29,2962.81,2962.81,51.0767
2026-01-24 22:18:00,2962.8,2962.81,2961.55,2962.35,100.248
2026-01-24 22:19:00,2962.34,2962.76,2962.34,2962.76,2.2485
2026-01-24 22:20:00,2962.77,2963.1,2962.77,2962.99,8.0222
2026-01-24 22:21:00,2962.98,2963.4,2962.98,2963.4,14.2447
2026-01-24 22:22:00,2963.4,2963.4,2962.64,2962.64,5.4756
2026-01-24 22:23:00,2962.64,2962.95,2962.19,2962.25,24.0878
2026-01-24 22:24:00,2962.24,2962.25,2961.66,2961.66,16.8475
2026-01-24 22:25:00,2961.67,2961.67,2961.66,2961.66,26.8973
2026-01-24 22:26:00,2961.67,2961.67,2961.51,2961.52,21.3203
2026-01-24 22:27:00,2961.52,2961.52,2961.51,2961.51,4.1713
2026-01-24 22:28:00,2961.51,2961.52,2961.12,2961.13,20.4699
2026-01-24 22:29:00,2961.13,2961.13,2961.12,2961.12,3.4719
2026-01-24 22:30:00,2961.12,2961.8,2961.12,2961.79,14.6443
2026-01-24 22:31:00,2961.8,2961.8,2961.79,2961.8,28.1941
2026-01-24 22:32:00,2961.79,2961.8,2961.79,2961.79,4.1657
2026-01-24 22:33:00,2961.8,2961.8,2961.73,2961.74,19.336
2026-01-24 22:34:00,2961.74,2961.74,2961.52,2961.52,20.479
2026-01-24 22:35:00,2961.52,2961.53,2961.27,2961.28,9.2399
2026-01-24 22:36:00,2961.29,2961.48,2961.28,2961.47,20.7119
2026-01-24 22:37:00,2961.48,2961.48,2961.47,2961.48,1.1286
2026-01-24 22:38:00,2961.48,2962.16,2961.48,2961.53,105.8312
2026-01-24 22:39:00,2961.53,2961.65,2961.52,2961.64,5.8912
2026-01-24 22:40:00,2961.64,2961.64,2961.3,2961.3,18.266
2026-01-24 22:41:00,2961.29,2961.29,2960.03,2960.03,76.0449
2026-01-24 22:42:00,2960.03,2960.03,2959.47,2959.48,31.9207
2026-01-24 22:43:00,2959.48,2959.48,2958.74,2959.14,47.8342
2026-01-24 22:44:00,2959.14,2959.14,2959.13,2959.14,3.2135
2026-01-24 22:45:00,2959.14,2960.13,2959.14,2960.13,5.2116
2026-01-24 22:46:00,2960.12,2961.33,2960.12,2961.33,10.5868
2026-01-24 22:47:00,2961.32,2961.96,2961.13,2961.14,28.3346
2026-01-24 22:48:00,2961.14,2961.59,2961.09,2961.59,7.8124
2026-01-24 22:49:00,2961.59,2961.59,2961.26,2961.26,4.9703
2026-01-24 22:50:00,2961.27,2961.27,2961.13,2961.13,4.2851
2026-01-24 22:51:00,2961.14,2961.14,2961.13,2961.14,2.108
2026-01-24 22:52:00,2961.14,2961.14,2960.32,2960.32,15.4676
2026-01-24 22:53:00,2960.33,2961.28,2960.13,2960.13,45.9586
2026-01-24 22:54:00,2960.14,2962.35,2959.87,2962.35,19.1963
2026-01-24 22:55:00,2962.35,2962.35,2960.49,2960.49,42.714
2026-01-24 22:56:00,2960.5,2960.5,2960.49,2960.49,6.6809
2026-01-24 22:57:00,2960.49,2960.5,2960.49,2960.49,4.1044
2026-01-24 22:58:00,2960.5,2961.32,2960.49,2961.31,11.7508
2026-01-24 22:59:00,2961.32,2963.0,2961.32,2963.0,34.9905
2026-01-24 23:00:00,2963.0,2964.4,2962.99,2964.39,28.3413
2026-01-24 23:01:00,2964.39,2964.39,2962.31,2962.57,79.0601
2026-01-24 23:02:00,2962.56,2963.33,2960.43,2960.9,479.1759
2026-01-24 23:03:00,2960.9,2960.9,2958.81,2959.52,1006.1353
2026-01-24 23:04:00,2959.51,2960.16,2957.57,2958.02,878.0499
2026-01-24 23:05:00,2958.02,2959.7,2957.37,2959.7,254.5483
2026-01-24 23:06:00,2959.69,2959.69,2956.24,2957.4,578.2021
2026-01-24 23:07:00,2957.39,2959.13,2957.39,2958.83,73.784
2026-01-24 23:08:00,2958.8,2959.28,2956.62,2956.68,127.1246
2026-01-24 23:09:00,2956.68,2957.59,2956.36,2957.58,21.526
2026-01-24 23:10:00,2957.58,2957.59,2956.54,2956.55,25.6093
2026-01-24 23:11:00,2956.55,2956.55,2955.81,2955.82,100.7146
2026-01-24 23:12:00,2955.81,2956.57,2955.81,2956.5,14.9033
2026-01-24 23:13:00,2956.5,2957.34,2956.5,2957.33,14.2119
2026-01-24 23:14:00,2957.34,2958.46,2957.34,2958.45,20.4071
2026-01-24 23:15:00,2958.46,2958.46,2957.03,2957.03,56.5046
2026-01-24 23:16:00,2957.01,2957.01,2956.61,2956.62,12.9982
2026-01-24 23:17:00,2956.61,2956.61,2954.68,2954.71,110.7708
2026-01-24 23:18:00,2954.71,2956.71,2954.7,2956.71,22.9976
2026-01-24 23:19:00,2956.71,2957.0,2956.7,2956.99,12.4773
2026-01-24 23:20:00,2957.0,2957.0,2956.39,2956.71,23.6507
2026-01-24 23:21:00,2956.71,2956.95,2956.7,2956.94,7.038
2026-01-24 23:22:00,2956.94,2957.0,2956.94,2957.0,2.7221
2026-01-24 23:23:00,2957.0,2957.28,2956.99,2957.12,32.3306
2026-01-24 23:24:00,2957.12,2957.12,2957.11,2957.11,3.9236
2026-01-24 23:25:00,2957.12,2957.12,2955.47,2956.34,18.1314
2026-01-24 23:26:00,2956.33,2957.77,2956.33,2957.13,115.6131
2026-01-24 23:27:00,2957.14,2957.38,2957.13,2957.38,4.4611
2026-01-24 23:28:00,2957.38,2957.38,2957.0,2957.01,24.1672
2026-01-24 23:29:00,2957.01,2957.38,2957.0,2957.38,5.7346
2026-01-24 23:30:00,2957.37,2957.38,2956.34,2956.35,19.3742
2026-01-24 23:31:00,2956.35,2956.35,2956.34,2956.35,3.715
2026-01-24 23:32:00,2956.35,2956.35,2956.27,2956.35,13.7816
2026-01-24 23:33:00,2956.35,2957.06,2956.34,2957.05,8.0126
2026-01-24 23:34:00,2957.05,2957.05,2956.3,2956.3,41.8448
2026-01-24 23:35:00,2956.31,2956.31,2955.88,2955.89,8.8637
2026-01-24 23:36:00,2955.89,2956.19,2955.88,2956.19,5.5272
2026-01-24 23:37:00,2956.19,2956.19,2955.5,2955.51,15.1354
2026-01-24 23:38:00,2955.51,2956.35,2955.51,2956.18,8.8515
2026-01-24 23:39:00,2956.19,2956.19,2955.51,2955.51,15.4435
2026-01-24 23:40:00,2955.5,2955.88,2954.44,2954.44,72.4795
2026-01-24 23:41:00,2954.44,2955.11,2953.08,2953.46,233.4163
2026-01-24 23:42:00,2953.45,2953.46,2953.45,2953.45,10.0269
2026-01-24 23:43:00,2953.46,2954.15,2953.46,2954.15,74.6227
2026-01-24 23:44:00,2954.15,2954.15,2954.14,2954.14,4.8888
2026-01-24 23:45:00,2954.14,2954.14,2952.73,2952.73,169.6982
2026-01-24 23:46:00,2952.73,2953.36,2952.72,2953.35,15.9519
2026-01-24 23:47:00,2953.36,2953.64,2953.34,2953.34,19.9493
2026-01-24 23:48:00,2953.35,2954.39,2953.34,2954.39,14.555
2026-01-24 23:49:00,2954.4,2955.41,2954.39,2955.21,16.7105
2026-01-24 23:50:00,2955.22,2955.22,2954.46,2954.46,19.7924
2026-01-24 23:51:00,2954.41,2954.42,2954.41,2954.42,3.6063
2026-01-24 23:52:00,2954.42,2954.42,2954.05,2954.05,8.099
2026-01-24 23:53:00,2954.06,2954.06,2954.05,2954.06,8.3563
2026-01-24 23:54:00,2954.05,2954.06,2953.33,2953.5,28.6358
2026-01-24 23:55:00,2953.5,2953.5,2953.11,2953.11,20.6463
2026-01-24 23:56:00,2953.11,2953.12,2953.11,2953.12,10.8784
2026-01-24 23:57:00,2953.12,2953.13,2952.79,2953.1,62.588
2026-01-24 23:58:00,2953.12,2953.96,2952.54,2952.54,91.5292
2026-01-24 23:59:00,2952.55,2953.38,2952.54,2953.22,12.7986
2026-01-25 00:00:00,2953.23,2953.68,2952.69,2953.67,75.945
2026-01-25 00:01:00,2953.67,2953.67,2952.84,2953.41,104.7391
2026-01-25 00:02:00,2953.4,2954.1,2953.4,2954.09,51.4564
2026-01-25 00:03:00,2954.1,2955.0,2954.09,2954.56,69.5991
2026-01-25 00:04:00,2954.56,2954.56,2953.62,2953.7,48.7568
2026-01-25 00:05:00,2953.69,2954.5,2953.69,2954.49,30.0278
2026-01-25 00:06:00,2954.49,2955.19,2954.49,2955.18,26.0563
2026-01-25 00:07:00,2955.19,2955.55,2953.9,2953.9,34.9558
2026-01-25 00:08:00,2953.9,2954.49,2953.9,2954.11,28.4921
2026-01-25 00:09:00,2954.11,2954.72,2954.11,2954.72,21.9211
2026-01-25 00:10:00,2954.72,2954.72,2954.36,2954.37,23.8073
2026-01-25 00:11:00,2954.36,2954.37,2954.36,2954.36,9.9957
2026-01-25 00:12:00,2954.37,2955.0,2954.36,2955.0,30.2553
2026-01-25 00:13:00,2954.99,2955.0,2954.99,2954.99,9.2473
2026-01-25 00:14:00,2955.0,2955.03,2954.99,2955.02,46.816
2026-01-25 00:15:00,2955.02,2955.55,2955.02,2955.54,19.934
2026-01-25 00:16:00,2955.54,2955.55,2955.1,2955.1,25.4542
2026-01-25 00:17:00,2955.11,2955.58,2955.0,2955.57,37.5589
2026-01-25 00:18:00,2955.58,2955.73,2955.57,2955.72,14.3197
2026-01-25 00:19:00,2955.73,2955.73,2955.35,2955.35,36.5685
2026-01-25 00:20:00,2955.36,2957.26,2955.36,2956.56,80.3189
2026-01-25 00:21:00,2956.55,2956.56,2955.6,2955.77,42.3875
2026-01-25 00:22:00,2955.77,2956.61,2955.0,2955.0,39.9056
2026-01-25 00:23:00,2955.01,2955.01,2954.62,2954.68,30.1665
2026-01-25 00:24:00,2954.69,2954.69,2954.68,2954.68,33.7003
2026-01-25 00:25:00,2954.69,2954.69,2953.14,2953.14,39.3297
2026-01-25 00:26:00,2953.14,2953.18,2952.54,2952.8,63.2036
2026-01-25 00:27:00,2952.81,2953.77,2952.81,2953.61,20.2372
2026-01-25 00:28:00,2953.62,2953.62,2952.54,2953.23,22.0238
2026-01-25 00:29:00,2953.24,2953.77,2953.23,2953.76,14.7237
2026-01-25 00:30:00,2953.77,2953.9,2953.35,2953.9,33.6968
2026-01-25 00:31:00,2953.89,2954.91,2953.89,2954.91,22.6732
2026-01-25 00:32:00,2954.9,2955.38,2954.9,2955.38,17.9909
2026-01-25 00:33:00,2955.37,2955.85,2955.3,2955.3,17.8807
2026-01-25 00:34:00,2955.3,2955.31,2954.37,2954.37,38.4115
2026-01-25 00:35:00,2954.38,2954.38,2953.98,2953.99,52.1056
2026-01-25 00:36:00,2953.99,2954.62,2953.98,2954.61,29.695
2026-01-25 00:37:00,2954.61,2956.4,2954.61,2955.87,28.4319
2026-01-25 00:38:00,2955.87,2955.88,2954.91,2954.92,57.8357
2026-01-25 00:39:00,2954.92,2955.17,2954.31,2954.32,40.9575
2026-01-25 00:40:00,2954.32,2955.2,2954.32,2955.2,27.6748
2026-01-25 00:41:00,2955.2,2955.92,2955.2,2955.92,4.7314
2026-01-25 00:42:00,2955.91,2955.92,2955.74,2955.74,22.333
2026-01-25 00:43:00,2955.75,2955.75,2955.41,2955.41,10.6013
2026-01-25 00:44:00,2955.41,2955.98,2955.41,2955.97,19.3207
2026-01-25 00:45:00,2955.98,2956.27,2955.41,2955.65,19.0768
2026-01-25 00:46:00,2955.65,2955.66,2954.99,2955.41,65.9632
2026-01-25 00:47:00,2955.42,2956.17,2955.41,2956.17,15.4667
2026-01-25 00:48:00,2956.17,2956.64,2956.16,2956.64,8.2929
2026-01-25 00:49:00,2956.64,2956.64,2956.63,2956.64,2.0131
2026-01-25 00:50:00,2956.64,2956.64,2956.63,2956.64,12.0016
2026-01-25 00:51:00,2956.64,2956.64,2956.62,2956.63,8.259
2026-01-25 00:52:00,2956.63,2957.26,2956.62,2957.25,14.5665
2026-01-25 00:53:00,2957.26,2957.45,2957.04,2957.04,35.7237
2026-01-25 00:54:00,2957.04,2957.24,2956.62,2956.81,9.4309
2026-01-25 00:55:00,2956.82,2957.35,2956.81,2957.34,13.282
2026-01-25 00:56:00,2957.34,2957.35,2957.34,2957.34,6.5431
2026-01-25 00:57:00,2957.35,2957.35,2957.05,2957.06,5.9039
2026-01-25 00:58:00,2957.06,2958.24,2957.06,2958.24,17.5739
2026-01-25 00:59:00,2958.24,2958.87,2958.23,2958.87,45.026
2026-01-25 01:00:00,2958.86,2958.87,2958.51,2958.52,38.1984
2026-01-25 01:01:00,2958.52,2960.29,2958.52,2959.29,170.2964
2026-01-25 01:02:00,2959.29,2959.29,2958.34,2958.34,28.7749
2026-01-25 01:03:00,2958.35,2958.8,2958.34,2958.8,11.7538
2026-01-25 01:04:00,2958.8,2958.8,2958.27,2958.28,10.0157
2026-01-25 01:05:00,2958.28,2958.28,2958.22,2958.23,5.1119
2026-01-25 01:06:00,2958.22,2958.23,2957.25,2957.25,190.2921
2026-01-25 01:07:00,2957.25,2957.63,2957.25,2957.63,8.6102
2026-01-25 01:08:00,2957.63,2957.95,2957.62,2957.95,11.9137
2026-01-25 01:09:00,2957.95,2958.35,2957.94,2958.34,105.7875
2026-01-25 01:10:00,2958.35,2958.49,2958.35,2958.37,7.2068
2026-01-25 01:11:00,2958.37,2958.38,2957.85,2957.85,9.0346
2026-01-25 01:12:00,2957.86,2957.86,2956.22,2956.42,108.3465
2026-01-25 01:13:00,2956.41,2956.75,2956.41,2956.75,6.341
2026-01-25 01:14:00,2956.75,2957.0,2956.74,2957.0,32.6971
2026-01-25 01:15:00,2957.0,2957.77,2956.99,2957.77,10.0536
2026-01-25 01:16:00,2957.77,2958.01,2957.76,2958.01,21.2423
2026-01-25 01:17:00,2958.0,2958.01,2953.33,2953.91,332.3661
2026-01-25 01:18:00,2953.91,2954.25,2953.9,2954.25,15.4558
2026-01-25 01:19:00,2954.26,2954.87,2954.26,2954.28,94.3536
2026-01-25 01:20:00,2954.27,2954.94,2954.27,2954.63,38.4922
2026-01-25 01:21:00,2954.63,2954.93,2954.63,2954.93,10.3809
2026-01-25 01:22:00,2954.92,2954.94,2954.53,2954.53,44.6556
2026-01-25 01:23:00,2954.54,2954.54,2954.53,2954.53,3.7443
2026-01-25 01:24:00,2954.54,2954.82,2954.53,2954.82,9.459
2026-01-25 01:25:00,2954.82,2954.94,2954.81,2954.93,5.7122
2026-01-25 01:26:00,2954.93,2954.93,2953.56,2953.9,86.0752
2026-01-25 01:27:00,2953.91,2954.35,2953.9,2953.99,103.9802
2026-01-25 01:28:00,2953.98,2954.31,2953.98,2954.08,123.3802
2026-01-25 01:29:00,2954.08,2954.11,2953.24,2953.24,107.4463
2026-01-25 01:30:00,2953.24,2953.25,2952.71,2952.71,24.6094
2026-01-25 01:31:00,2952.71,2953.22,2952.67,2953.22,12.4097
2026-01-25 01:32:00,2953.21,2955.98,2953.21,2955.21,597.4295
2026-01-25 01:33:00,2955.22,2955.22,2951.93,2953.95,180.9171
2026-01-25 01:34:00,2953.96,2954.4,2953.1,2954.39,30.8231
2026-01-25 01:35:00,2954.4,2954.48,2954.39,2954.39,6.3794
2026-01-25 01:36:00,2954.39,2954.39,2953.9,2953.9,9.5414
2026-01-25 01:37:00,2953.9,2953.91,2953.56,2953.57,10.8428
2026-01-25 01:38:00,2953.57,2954.39,2953.38,2953.38,71.9283
2026-01-25 01:39:00,2953.38,2953.38,2950.0,2950.79,309.4957
2026-01-25 01:40:00,2950.79,2951.79,2950.79,2951.34,64.3871
2026-01-25 01:41:00,2951.34,2951.79,2951.33,2951.79,17.9826
2026-01-25 01:42:00,2951.78,2952.6,2951.78,2952.6,17.7284
2026-01-25 01:43:00,2952.6,2952.6,2950.66,2950.82,49.4584
2026-01-25 01:44:00,2950.83,2951.2,2950.82,2951.2,18.9134
2026-01-25 01:45:00,2951.2,2953.8,2951.19,2953.46,294.6985
2026-01-25 01:46:00,2953.46,2954.07,2953.46,2954.06,21.6778
2026-01-25 01:47:00,2954.06,2954.95,2954.06,2954.95,14.9379
2026-01-25 01:48:00,2954.94,2955.42,2954.94,2955.08,41.3402
2026-01-25 01:49:00,2955.07,2955.08,2954.94,2954.95,21.9425
2026-01-25 01:50:00,2954.94,2954.95,2954.86,2954.86,26.0607
2026-01-25 01:51:00,2954.87,2954.87,2954.43,2954.64,43.1804
2026-01-25 01:52:00,2954.65,2954.65,2954.63,2954.64,62.4192
2026-01-25 01:53:00,2954.64,2954.64,2953.98,2953.98,160.0016
2026-01-25 01:54:00,2953.98,2953.99,2953.98,2953.98,6.8261
2026-01-25 01:55:00,2953.99,2954.52,2953.98,2954.52,44.1924
2026-01-25 01:56:00,2954.51,2954.52,2954.51,2954.52,4.2843
2026-01-25 01:57:00,2954.51,2955.27,2954.51,2955.15,28.6134
2026-01-25 01:58:00,2955.16,2955.16,2955.15,2955.16,3.3548
2026-01-25 01:59:00,2955.16,2955.16,2955.15,2955.15,5.7215
2026-01-25 02:00:00,2955.16,2955.42,2954.62,2955.41,72.1012
2026-01-25 02:01:00,2955.41,2956.53,2955.41,2956.53,22.4557
2026-01-25 02:02:00,2956.53,2956.72,2956.52,2956.71,15.4787
2026-01-25 02:03:00,2956.71,2956.72,2956.66,2956.66,7.5279
2026-01-25 02:04:00,2956.66,2956.67,2956.37,2956.52,6.5588
2026-01-25 02:05:00,2956.53,2956.97,2956.52,2956.97,9.2138
2026-01-25 02:06:00,2956.97,2957.47,2956.96,2957.47,29.9212
2026-01-25 02:07:00,2957.47,2957.8,2957.26,2957.26,18.6376
2026-01-25 02:08:00,2957.26,2957.65,2957.22,2957.28,63.5917
2026-01-25 02:09:00,2957.28,2957.28,2957.27,2957.27,7.9583
2026-01-25 02:10:00,2957.27,2957.27,2955.83,2956.6,48.5535
2026-01-25 02:11:00,2956.6,2956.6,2956.59,2956.59,12.9701
2026-01-25 02:12:00,2956.6,2956.6,2956.28,2956.28,6.3727
2026-01-25 02:13:00,2956.27,2956.6,2955.84,2956.6,7.7848
2026-01-25 02:14:00,2956.6,2956.77,2956.56,2956.56,4.4806
2026-01-25 02:15:00,2956.57,2956.57,2956.35,2956.35,6.7022
2026-01-25 02:16:00,2956.35,2956.36,2955.83,2955.83,16.8455
2026-01-25 02:17:00,2955.84,2955.84,2955.75,2955.75,6.426
2026-01-25 02:18:00,2955.76,2956.05,2955.75,2956.05,15.6352
2026-01-25 02:19:00,2956.05,2956.79,2956.04,2956.79,15.833
2026-01-25 02:20:00,2956.78,2956.79,2956.04,2956.04,23.7945
2026-01-25 02:21:00,2956.05,2956.05,2955.58,2955.59,16.9027
2026-01-25 02:22:00,2955.59,2955.59,2955.0,2955.0,38.9166
2026-01-25 02:23:00,2955.01,2955.01,2955.0,2955.01,8.7367
2026-01-25 02:24:00,2955.01,2955.47,2955.0,2955.46,8.3573
2026-01-25 02:25:00,2955.46,2955.47,2955.46,2955.46,4.6018
